Age,Gender,Location,Income Level,Occupation,Transaction History,Product Usage,Online Activity,Offline Activity,Interaction History,Lifestyle,Financial Goals,Interests,Email Open Rate,Click Through Rate,App Usage,Social Media Interactions,Product Preference
42,Male,Gujarat,High,Software Engineer,Occasional,Credit Card,Medium,Low,Rare,Suburban,Luxury Vacation,Tech,0.9572458683415509,0.8493009469362477,Weekly,Inactive,Credit Card
30,Male,Jaipur,Medium,Executive,Occasional,Credit Card,Medium,Low,Frequent,Urban,Luxury Vacation,Travel,0.7289519791815164,0.017886941606900297,Monthly,Active,Credit Card
26,Female,Delhi,Low,Executive,Frequent,Loan,Low,Low,Occasional,Suburban,Saving,Travel,0.418399559636328,0.5921849901299412,Monthly,Inactive,Loan
30,Female,Hyderabad,Low,Analyst,Occasional,Credit Card,High,Low,Rare,Urban,Saving,Finance,0.747559321202525,0.10613328590735782,Daily,Active,Credit Card
48,Female,Hyderabad,Low,Manager,Occasional,Credit Card,High,Low,Rare,Suburban,Investing,Finance,0.8092418168001502,0.007557841394162268,Monthly,Inactive,Credit Card
58,Male,Delhi,Medium,Analyst,Rare,Credit Card,Low,Medium,Rare,Rural,Saving,Tech,0.3258404669979754,0.2561504422614047,Monthly,Inactive,Credit Card
28,Male,Delhi,Low,Software Engineer,Frequent,Credit Card,Low,Medium,Frequent,Suburban,Luxury Vacation,Finance,0.7051322156582887,0.5518521930375623,Weekly,Inactive,Credit Card
21,Male,Mumbai,Low,Analyst,Occasional,Loan,Low,Low,Frequent,Urban,Investing,Sports,0.43439619607341473,0.07508791220455469,Weekly,Inactive,Loan
51,Male,Jaipur,Medium,Software Engineer,Occasional,Credit Card,High,Medium,Rare,Suburban,Saving,Sports,0.8185224817818687,0.6148878829801947,Weekly,Active,Credit Card
55,Female,Delhi,Low,Executive,Rare,Credit Card,High,Low,Rare,Urban,Saving,Sports,0.2953775951753608,0.6719922211374055,Weekly,Active,Credit Card
63,Male,Delhi,High,Analyst,Occasional,Credit Card,Low,Medium,Occasional,Suburban,Saving,Travel,0.9377596700244326,0.969698100113452,Monthly,Active,Credit Card
21,Female,Mumbai,High,Student,Rare,Loan,High,Low,Occasional,Urban,Luxury Vacation,Finance,0.5747869372639735,0.8995370803881227,Weekly,Active,Loan
55,Male,Mumbai,High,Software Engineer,Occasional,Loan,Medium,High,Rare,Urban,Saving,Finance,0.35330331393571524,0.5667911025788351,Weekly,Inactive,Loan
36,Female,Gujarat,High,Student,Rare,Credit Card,High,High,Occasional,Suburban,Investing,Tech,0.41937126871182207,0.7933648087099936,Daily,Active,Credit Card
23,Male,Hyderabad,High,Executive,Frequent,Credit Card,High,Low,Rare,Suburban,Investing,Travel,0.3477986133140325,0.36364108164699194,Monthly,Inactive,Credit Card
51,Female,Jaipur,High,Manager,Frequent,Credit Card,Low,Medium,Occasional,Rural,Investing,Travel,0.1462463358571553,0.5857122160635566,Monthly,Active,Credit Card
35,Male,Gujarat,High,Software Engineer,Occasional,Loan,Medium,Low,Rare,Rural,Luxury Vacation,Travel,0.06849239688746922,0.4033541699365023,Monthly,Inactive,Loan
30,Female,Delhi,High,Manager,Occasional,Credit Card,Low,Medium,Frequent,Rural,Saving,Sports,0.32177869513826096,0.3370417617120576,Daily,Active,Credit Card
58,Male,Mumbai,High,Executive,Rare,Credit Card,High,Low,Rare,Urban,Investing,Travel,0.4586904410781899,0.7276394858749435,Monthly,Inactive,Credit Card
40,Female,Hyderabad,Medium,Manager,Rare,Loan,Medium,Low,Frequent,Urban,Saving,Finance,0.361816939436019,0.2966705442867459,Monthly,Active,Loan
36,Female,Gujarat,Medium,Software Engineer,Frequent,Loan,Low,Medium,Rare,Rural,Saving,Tech,0.013919503667312205,0.3805522700050772,Weekly,Inactive,Loan
62,Male,Hyderabad,High,Engineer,Occasional,Loan,High,Medium,Frequent,Rural,Investing,Finance,0.5790062459524785,0.36717157108077947,Monthly,Inactive,Loan
28,Female,Mumbai,Medium,Software Engineer,Rare,Credit Card,Medium,Low,Occasional,Suburban,Luxury Vacation,Travel,0.1448164798909407,0.870403427186231,Weekly,Active,Credit Card
18,Male,Gujarat,Medium,Software Engineer,Frequent,Credit Card,Low,High,Frequent,Rural,Investing,Tech,0.211005278561616,0.17040446995100111,Daily,Active,Credit Card
41,Male,Gujarat,High,Student,Frequent,Credit Card,Medium,High,Occasional,Urban,Investing,Sports,0.12074853428120047,0.3814757919656465,Weekly,Inactive,Credit Card
24,Male,Hyderabad,High,Engineer,Rare,Loan,High,High,Rare,Suburban,Luxury Vacation,Tech,0.5204327300285169,0.8878697917288222,Daily,Active,Loan
42,Female,Mumbai,Medium,Engineer,Occasional,Credit Card,Low,High,Occasional,Rural,Saving,Travel,0.0951592924140201,0.015304425878583383,Daily,Active,Credit Card
38,Female,Delhi,High,Engineer,Frequent,Credit Card,High,High,Occasional,Rural,Saving,Travel,0.2563572491839128,0.9478669953281135,Daily,Inactive,Credit Card
32,Male,Gujarat,High,Software Engineer,Rare,Loan,Medium,Medium,Occasional,Rural,Luxury Vacation,Tech,0.451708717619993,0.8989004197954835,Weekly,Inactive,Loan
18,Male,Delhi,High,Executive,Frequent,Loan,High,High,Rare,Suburban,Investing,Travel,0.1677088851718712,0.41784814640911516,Daily,Inactive,Loan
29,Female,Mumbai,High,Engineer,Occasional,Credit Card,Medium,Medium,Frequent,Suburban,Luxury Vacation,Travel,0.44624136170183304,0.6530252804661295,Weekly,Active,Credit Card
24,Female,Gujarat,Medium,Analyst,Rare,Loan,Low,High,Occasional,Suburban,Investing,Travel,0.34273512571739195,0.9910666606220044,Weekly,Active,Loan
32,Female,Gujarat,Low,Manager,Occasional,Credit Card,High,Medium,Rare,Rural,Luxury Vacation,Travel,0.8605971773696057,0.5549483770617768,Weekly,Inactive,Credit Card
38,Male,Delhi,Medium,Executive,Occasional,Credit Card,Low,High,Occasional,Suburban,Saving,Tech,0.7949032126282893,0.09689869144560836,Daily,Active,Credit Card
36,Male,Jaipur,Low,Analyst,Frequent,Credit Card,Low,High,Frequent,Suburban,Luxury Vacation,Tech,0.9928545834655316,0.8536410135304116,Weekly,Active,Credit Card
46,Male,Delhi,Low,Software Engineer,Occasional,Loan,Low,Medium,Occasional,Suburban,Luxury Vacation,Finance,0.5289117329654475,0.13415161455720814,Weekly,Active,Loan
42,Male,Delhi,Low,Software Engineer,Frequent,Credit Card,Low,Medium,Occasional,Suburban,Investing,Sports,0.5753970935575501,0.257271655605963,Daily,Inactive,Credit Card
50,Male,Jaipur,Medium,Analyst,Rare,Loan,High,Low,Occasional,Urban,Investing,Sports,0.9466458481157328,0.8735153530592366,Weekly,Active,Loan
49,Female,Mumbai,Medium,Student,Rare,Loan,High,High,Frequent,Rural,Investing,Finance,0.3995922146875185,0.2560292118374363,Daily,Active,Loan
52,Male,Mumbai,Medium,Student,Frequent,Loan,Low,High,Frequent,Suburban,Luxury Vacation,Tech,0.5556826845081922,0.745085930652749,Daily,Inactive,Loan
61,Female,Gujarat,Medium,Analyst,Frequent,Loan,Low,Medium,Rare,Urban,Luxury Vacation,Finance,0.3790854957254737,0.4476736787588629,Daily,Active,Loan
55,Female,Hyderabad,Medium,Student,Frequent,Credit Card,Medium,Medium,Occasional,Urban,Investing,Travel,0.5458607058980929,0.7597489456323179,Weekly,Inactive,Credit Card
43,Male,Hyderabad,Low,Manager,Occasional,Loan,Low,High,Occasional,Rural,Saving,Travel,0.08076643251753945,0.2323522450391876,Weekly,Active,Loan
28,Female,Gujarat,Medium,Manager,Rare,Credit Card,Medium,High,Occasional,Rural,Investing,Sports,0.7837940933437314,0.41956552495890176,Monthly,Active,Credit Card
52,Male,Hyderabad,Low,Software Engineer,Rare,Credit Card,Medium,Medium,Occasional,Suburban,Luxury Vacation,Tech,0.9852799474290439,0.31816133859157003,Monthly,Inactive,Credit Card
25,Female,Delhi,Medium,Student,Occasional,Credit Card,Low,Medium,Frequent,Rural,Luxury Vacation,Sports,0.06574040243955392,0.24904404198203478,Monthly,Inactive,Credit Card
63,Male,Delhi,Medium,Engineer,Frequent,Credit Card,High,High,Frequent,Rural,Investing,Finance,0.8010397302314743,0.314429865739676,Daily,Inactive,Credit Card
31,Male,Jaipur,High,Analyst,Rare,Loan,Medium,Medium,Occasional,Rural,Investing,Sports,0.2417348004950337,0.32299219889847186,Monthly,Active,Loan
27,Female,Jaipur,Low,Manager,Occasional,Loan,High,Medium,Occasional,Rural,Luxury Vacation,Sports,0.1975470532769813,0.9553781936563274,Weekly,Active,Loan
19,Male,Gujarat,Medium,Student,Frequent,Credit Card,Low,High,Occasional,Suburban,Luxury Vacation,Travel,0.6933703982734565,0.5332303326141029,Daily,Inactive,Credit Card
63,Female,Gujarat,Medium,Student,Rare,Credit Card,Low,Low,Occasional,Urban,Saving,Sports,0.04413224855658171,0.4620521883275325,Daily,Inactive,Credit Card
26,Male,Gujarat,Medium,Manager,Frequent,Credit Card,Low,Medium,Rare,Rural,Investing,Finance,0.4632393472523604,0.503318569903519,Weekly,Active,Credit Card
20,Male,Delhi,High,Manager,Occasional,Loan,Low,Low,Rare,Urban,Investing,Tech,0.0014444659153213246,0.9961309760734187,Monthly,Active,Loan
38,Male,Hyderabad,Low,Engineer,Rare,Loan,Medium,Medium,Occasional,Urban,Saving,Sports,0.5543940286464739,0.6535891048912535,Monthly,Inactive,Loan
43,Female,Gujarat,Medium,Student,Frequent,Credit Card,Medium,Low,Occasional,Urban,Luxury Vacation,Tech,0.4620816677316233,0.7034866414637879,Weekly,Active,Credit Card
25,Female,Gujarat,Medium,Student,Frequent,Credit Card,High,Medium,Occasional,Rural,Luxury Vacation,Finance,0.9154826066806725,0.3136218295403246,Weekly,Inactive,Credit Card
19,Male,Delhi,Medium,Executive,Frequent,Credit Card,High,Low,Rare,Rural,Saving,Sports,0.7202719027844153,0.4715377099678695,Monthly,Active,Credit Card
23,Female,Delhi,High,Software Engineer,Occasional,Loan,Medium,Low,Frequent,Suburban,Investing,Tech,0.12600617187894125,0.18406538949913465,Weekly,Active,Loan
45,Male,Delhi,Medium,Engineer,Frequent,Credit Card,Low,Medium,Rare,Rural,Luxury Vacation,Travel,0.3545399597519473,0.6851894556906661,Monthly,Active,Credit Card
46,Female,Hyderabad,Low,Manager,Rare,Loan,High,Low,Rare,Rural,Saving,Travel,0.9315797696788118,0.3444945257532199,Weekly,Active,Loan
43,Female,Gujarat,Low,Manager,Rare,Loan,Medium,High,Occasional,Rural,Saving,Finance,0.7253341472740897,0.7482883657618686,Monthly,Active,Loan
42,Male,Mumbai,Low,Analyst,Frequent,Loan,High,High,Occasional,Urban,Saving,Sports,0.594275114986289,0.2131613101349381,Weekly,Inactive,Loan
29,Male,Mumbai,Low,Software Engineer,Occasional,Credit Card,Medium,High,Frequent,Suburban,Luxury Vacation,Finance,0.5590715907869017,0.40350302820150397,Daily,Inactive,Credit Card
22,Male,Gujarat,Medium,Manager,Rare,Loan,Low,Low,Occasional,Urban,Luxury Vacation,Tech,0.39809846640387736,0.47118433996140885,Daily,Inactive,Loan
51,Male,Gujarat,High,Student,Rare,Loan,Medium,Medium,Occasional,Suburban,Saving,Tech,0.5852014626689775,0.16652535377020095,Daily,Inactive,Loan
54,Male,Gujarat,High,Manager,Rare,Credit Card,High,Low,Frequent,Rural,Saving,Finance,0.7716644148675904,0.06959109444124922,Weekly,Inactive,Credit Card
32,Female,Gujarat,High,Student,Frequent,Credit Card,Medium,Medium,Occasional,Rural,Luxury Vacation,Tech,0.12753767635636748,0.3170676973184722,Monthly,Inactive,Credit Card
61,Female,Hyderabad,Medium,Student,Rare,Credit Card,High,Low,Occasional,Urban,Luxury Vacation,Finance,0.9698306396481247,0.544892143526181,Monthly,Active,Credit Card
53,Male,Mumbai,High,Engineer,Frequent,Loan,High,Medium,Occasional,Urban,Luxury Vacation,Finance,0.23936486908897447,0.6526789485677399,Monthly,Inactive,Loan
32,Male,Jaipur,Low,Manager,Frequent,Loan,High,Low,Rare,Urban,Luxury Vacation,Travel,0.44774268143737495,0.42527134322863025,Daily,Active,Loan
60,Male,Mumbai,Medium,Engineer,Frequent,Credit Card,Low,Low,Occasional,Suburban,Luxury Vacation,Tech,0.022715624647781985,0.5002776131050455,Daily,Inactive,Credit Card
40,Female,Mumbai,High,Software Engineer,Frequent,Loan,Low,High,Rare,Urban,Saving,Finance,0.5503459229584854,0.5431929744096614,Monthly,Inactive,Loan
23,Male,Delhi,Low,Student,Frequent,Credit Card,Medium,Low,Occasional,Rural,Luxury Vacation,Travel,0.3818668472616238,0.5119108210485769,Weekly,Inactive,Credit Card
63,Male,Gujarat,Low,Software Engineer,Rare,Credit Card,Medium,High,Occasional,Suburban,Luxury Vacation,Finance,0.24975587227299834,0.09032855552362551,Weekly,Active,Credit Card
61,Female,Gujarat,Medium,Manager,Frequent,Loan,High,Medium,Rare,Suburban,Saving,Tech,0.9855242537823558,0.4050010327146273,Monthly,Active,Loan
60,Female,Gujarat,Medium,Software Engineer,Frequent,Loan,Low,Medium,Rare,Rural,Saving,Travel,0.42814114267227443,0.20433142332715748,Monthly,Active,Loan
62,Female,Delhi,High,Software Engineer,Frequent,Loan,Medium,High,Occasional,Urban,Investing,Tech,0.4142963635938971,0.5337359742897543,Weekly,Inactive,Loan
38,Female,Hyderabad,High,Manager,Frequent,Loan,Medium,Low,Frequent,Urban,Luxury Vacation,Sports,0.46310326448097616,0.7580762522812572,Monthly,Inactive,Loan
40,Male,Hyderabad,High,Engineer,Frequent,Credit Card,Low,Medium,Occasional,Rural,Investing,Sports,0.11615377906616131,0.5794862993055433,Weekly,Active,Credit Card
60,Female,Jaipur,Medium,Engineer,Frequent,Credit Card,High,Low,Rare,Rural,Investing,Sports,0.39309610981494514,0.22182185146685252,Weekly,Inactive,Credit Card
33,Female,Hyderabad,High,Student,Rare,Loan,Medium,Low,Occasional,Rural,Saving,Sports,0.3364042591055614,0.20775688559751826,Daily,Inactive,Loan
64,Male,Hyderabad,High,Student,Frequent,Loan,High,Low,Occasional,Rural,Saving,Travel,0.46512445876255437,0.03699813041571143,Daily,Inactive,Loan
32,Male,Gujarat,Low,Manager,Frequent,Loan,Low,Medium,Rare,Suburban,Investing,Tech,0.8566211668412821,0.42638088215309056,Daily,Inactive,Loan
42,Male,Mumbai,Low,Manager,Rare,Credit Card,Low,Medium,Frequent,Suburban,Investing,Finance,0.19278539455910682,0.43286153616243117,Monthly,Inactive,Credit Card
53,Female,Hyderabad,Low,Executive,Rare,Credit Card,Medium,Low,Frequent,Urban,Investing,Finance,0.6077393257196226,0.23643634533602342,Weekly,Active,Credit Card
28,Male,Hyderabad,High,Executive,Occasional,Loan,Medium,High,Rare,Suburban,Investing,Finance,0.03763708975192814,0.7642584676822604,Monthly,Active,Loan
32,Female,Delhi,Medium,Analyst,Rare,Credit Card,Low,High,Rare,Suburban,Luxury Vacation,Tech,0.31679250210002097,0.38648669660344503,Monthly,Inactive,Credit Card
21,Female,Jaipur,Low,Student,Rare,Credit Card,High,High,Occasional,Suburban,Investing,Travel,0.47265761909269244,0.669401398075399,Monthly,Inactive,Credit Card
38,Female,Delhi,Medium,Software Engineer,Frequent,Credit Card,High,Low,Rare,Rural,Saving,Tech,0.07427915079755643,0.6400703322237786,Weekly,Active,Credit Card
30,Male,Gujarat,High,Analyst,Occasional,Credit Card,Low,High,Rare,Suburban,Investing,Sports,0.5439679346235009,0.6047404563953748,Daily,Inactive,Credit Card
39,Female,Mumbai,High,Analyst,Frequent,Loan,Medium,Medium,Occasional,Urban,Investing,Finance,0.31032562107208006,0.9080661604839734,Weekly,Inactive,Loan
36,Male,Jaipur,Low,Engineer,Occasional,Loan,Low,High,Occasional,Suburban,Saving,Tech,0.9928100135923128,0.015890115788719128,Weekly,Inactive,Loan
51,Male,Delhi,Medium,Software Engineer,Frequent,Loan,Medium,High,Occasional,Rural,Investing,Sports,0.6309695021856714,0.06803731084344367,Monthly,Inactive,Loan
31,Male,Hyderabad,Low,Engineer,Rare,Loan,High,Low,Frequent,Suburban,Saving,Sports,0.24417519601571736,0.7221406503499873,Monthly,Inactive,Loan
21,Female,Hyderabad,High,Executive,Rare,Credit Card,Medium,Medium,Frequent,Urban,Luxury Vacation,Travel,0.10267324544753553,0.35352591897914376,Daily,Inactive,Credit Card
63,Female,Jaipur,Medium,Analyst,Occasional,Loan,High,Medium,Rare,Suburban,Luxury Vacation,Finance,0.04071977937153948,0.9865223953225423,Weekly,Active,Loan
44,Female,Hyderabad,Low,Executive,Frequent,Loan,Low,High,Occasional,Urban,Saving,Tech,0.0907732643752116,0.21641272253256216,Daily,Active,Loan
46,Male,Delhi,High,Software Engineer,Frequent,Loan,Medium,Low,Rare,Rural,Luxury Vacation,Sports,0.6800595270289335,0.18341903809175375,Monthly,Inactive,Loan
64,Female,Delhi,Low,Software Engineer,Rare,Loan,High,Low,Rare,Urban,Luxury Vacation,Sports,0.85499227599434,0.5882218245941179,Monthly,Active,Loan
45,Female,Hyderabad,Medium,Student,Rare,Loan,Medium,High,Frequent,Urban,Luxury Vacation,Finance,0.15673311471107787,0.2794252788886711,Daily,Inactive,Loan
52,Female,Hyderabad,Medium,Manager,Occasional,Credit Card,High,Medium,Frequent,Rural,Saving,Tech,0.40213445355275446,0.34049298506902126,Daily,Active,Credit Card
25,Female,Gujarat,Medium,Engineer,Rare,Loan,High,Medium,Rare,Urban,Investing,Tech,0.35423534319589156,0.9210243239828434,Weekly,Inactive,Loan
33,Female,Mumbai,Medium,Student,Occasional,Credit Card,Low,Medium,Occasional,Suburban,Luxury Vacation,Finance,0.6445180911880727,0.026242668647726508,Daily,Active,Credit Card
59,Male,Jaipur,Medium,Student,Occasional,Credit Card,Low,Low,Frequent,Suburban,Investing,Sports,0.1826778817236695,0.5312594199172156,Daily,Inactive,Credit Card
53,Male,Delhi,Low,Engineer,Occasional,Credit Card,Medium,High,Frequent,Urban,Investing,Travel,0.9533193104475114,0.334899428019535,Weekly,Active,Credit Card
47,Male,Jaipur,Low,Engineer,Occasional,Credit Card,High,Low,Frequent,Suburban,Luxury Vacation,Finance,0.7285563818906564,0.3459919759532891,Monthly,Inactive,Credit Card
35,Male,Gujarat,Low,Software Engineer,Rare,Credit Card,Low,Medium,Rare,Suburban,Luxury Vacation,Sports,0.9550718788846452,0.2478088098883161,Weekly,Inactive,Credit Card
19,Female,Delhi,Low,Software Engineer,Occasional,Credit Card,Medium,Low,Frequent,Rural,Investing,Travel,0.27736924495336646,0.13485008677816557,Monthly,Inactive,Credit Card
30,Male,Gujarat,High,Analyst,Rare,Loan,Low,Medium,Occasional,Urban,Luxury Vacation,Finance,0.5877156378585556,0.034481661725059065,Monthly,Active,Loan
21,Female,Gujarat,High,Executive,Occasional,Credit Card,Medium,High,Frequent,Suburban,Saving,Finance,0.7322679371103356,0.987695506239954,Daily,Inactive,Credit Card
43,Male,Hyderabad,Low,Software Engineer,Rare,Loan,Low,Medium,Rare,Urban,Saving,Sports,0.7109562227677338,0.6603660251134209,Daily,Inactive,Loan
42,Male,Jaipur,High,Student,Occasional,Credit Card,Low,High,Rare,Urban,Luxury Vacation,Finance,0.02134609942836352,0.7772053066603625,Daily,Inactive,Credit Card
47,Male,Jaipur,High,Analyst,Rare,Credit Card,High,Low,Rare,Suburban,Investing,Tech,0.9982891634898851,0.06500229929993961,Daily,Active,Credit Card
28,Female,Hyderabad,Medium,Analyst,Frequent,Credit Card,High,Low,Rare,Rural,Luxury Vacation,Tech,0.928059972768785,0.014837413504777075,Daily,Inactive,Credit Card
24,Female,Jaipur,Low,Student,Occasional,Loan,Low,Low,Occasional,Rural,Saving,Travel,0.11975208127261072,0.6002886873194444,Monthly,Active,Loan
48,Male,Hyderabad,High,Software Engineer,Occasional,Credit Card,High,Medium,Rare,Urban,Investing,Finance,0.5435667742951704,0.7238313892335184,Weekly,Active,Credit Card
61,Female,Delhi,High,Student,Frequent,Credit Card,Low,High,Frequent,Rural,Luxury Vacation,Tech,0.3145564553194161,0.394866266225365,Daily,Inactive,Credit Card
27,Male,Gujarat,Low,Manager,Frequent,Loan,Medium,Low,Occasional,Suburban,Saving,Sports,0.8788940159242865,0.3877551086839276,Monthly,Inactive,Loan
56,Male,Gujarat,Medium,Software Engineer,Occasional,Credit Card,Low,Low,Rare,Suburban,Investing,Sports,0.6975196305881541,0.3844795213275576,Daily,Inactive,Credit Card
30,Male,Jaipur,Low,Executive,Rare,Credit Card,Low,High,Rare,Rural,Saving,Sports,0.22351715673239303,0.15275584796102093,Weekly,Inactive,Credit Card
48,Female,Mumbai,Medium,Student,Occasional,Credit Card,Medium,Medium,Occasional,Rural,Luxury Vacation,Tech,0.03386114536729079,0.7539135112007355,Monthly,Active,Credit Card
24,Male,Gujarat,High,Software Engineer,Rare,Loan,Medium,Low,Frequent,Urban,Luxury Vacation,Finance,0.2917418026147741,0.2151927323403886,Weekly,Active,Loan
59,Male,Hyderabad,Medium,Engineer,Frequent,Credit Card,High,Medium,Occasional,Rural,Saving,Finance,0.038137272807838074,0.3244104959762911,Daily,Inactive,Credit Card
59,Male,Mumbai,Medium,Manager,Rare,Credit Card,Medium,Medium,Frequent,Urban,Saving,Finance,0.1413107129983623,0.6712597375655835,Monthly,Inactive,Credit Card
53,Female,Mumbai,Low,Executive,Occasional,Loan,High,Medium,Frequent,Suburban,Saving,Travel,0.6361380416137113,0.0001047107981435591,Weekly,Active,Loan
37,Male,Gujarat,High,Software Engineer,Frequent,Loan,Low,Low,Rare,Rural,Saving,Finance,0.7450850681180249,0.7662571859599794,Daily,Inactive,Loan
21,Female,Gujarat,Low,Engineer,Frequent,Credit Card,Medium,Low,Occasional,Urban,Saving,Tech,0.46801690000575935,0.899094748266758,Daily,Active,Credit Card
24,Male,Gujarat,Low,Software Engineer,Occasional,Credit Card,Low,High,Occasional,Urban,Investing,Tech,0.6002878706941286,0.05161737526326793,Monthly,Active,Credit Card
18,Female,Hyderabad,High,Engineer,Occasional,Credit Card,High,High,Rare,Urban,Luxury Vacation,Finance,0.15588503626600947,0.5916238064602847,Daily,Active,Credit Card
61,Male,Mumbai,Low,Executive,Frequent,Credit Card,Medium,Medium,Rare,Urban,Investing,Sports,0.3167951705327071,0.4084589698143404,Weekly,Active,Credit Card
62,Male,Jaipur,Low,Manager,Rare,Loan,High,Low,Frequent,Suburban,Saving,Travel,0.7128838472777539,0.07846339139347225,Daily,Active,Loan
59,Female,Hyderabad,Medium,Engineer,Rare,Loan,High,Medium,Rare,Rural,Investing,Travel,0.36489111608509506,0.6822309873202942,Weekly,Active,Loan
64,Female,Delhi,Low,Analyst,Rare,Loan,Medium,High,Occasional,Urban,Luxury Vacation,Tech,0.3488112235877895,0.6123186226673364,Weekly,Inactive,Loan
30,Male,Gujarat,High,Executive,Occasional,Credit Card,Medium,Medium,Rare,Rural,Saving,Travel,0.19399263702604563,0.6426603272164181,Weekly,Inactive,Credit Card
39,Female,Mumbai,Low,Executive,Frequent,Loan,High,Medium,Rare,Rural,Saving,Sports,0.5948248760652413,0.8134953650370442,Weekly,Inactive,Loan
38,Male,Hyderabad,Medium,Student,Rare,Loan,Medium,Low,Rare,Suburban,Luxury Vacation,Finance,0.809538606019198,0.28691897560982826,Monthly,Inactive,Loan
39,Male,Delhi,Low,Manager,Frequent,Credit Card,High,Medium,Rare,Rural,Investing,Travel,0.46944502860563564,0.6770680714343819,Weekly,Inactive,Credit Card
45,Male,Hyderabad,Low,Analyst,Rare,Credit Card,Low,Medium,Rare,Suburban,Luxury Vacation,Travel,0.1155392564710892,0.7433176945832772,Monthly,Active,Credit Card
26,Female,Hyderabad,Low,Analyst,Frequent,Credit Card,Low,Low,Frequent,Suburban,Luxury Vacation,Tech,0.8383674319094495,0.16881496459993894,Monthly,Active,Credit Card
43,Male,Jaipur,Medium,Student,Occasional,Credit Card,Medium,Low,Rare,Urban,Investing,Sports,0.07139710460153337,0.9570668750624416,Monthly,Active,Credit Card
26,Female,Jaipur,High,Engineer,Occasional,Credit Card,Medium,High,Rare,Suburban,Investing,Tech,0.4717273732012006,0.33998104468813284,Daily,Inactive,Credit Card
32,Male,Hyderabad,High,Engineer,Occasional,Credit Card,Low,Low,Occasional,Urban,Saving,Tech,0.2610773361572464,0.7137082264816779,Weekly,Active,Credit Card
27,Female,Delhi,Medium,Analyst,Rare,Loan,High,Medium,Rare,Suburban,Saving,Travel,0.9363181563200846,0.7540201262858824,Daily,Active,Loan
41,Female,Mumbai,Medium,Manager,Occasional,Credit Card,High,High,Occasional,Suburban,Saving,Tech,0.7375431979485395,0.5040309193063757,Weekly,Inactive,Credit Card
59,Male,Mumbai,Low,Engineer,Occasional,Credit Card,High,High,Occasional,Rural,Luxury Vacation,Tech,0.5664089829679203,0.12871730613084997,Monthly,Active,Credit Card
25,Female,Gujarat,High,Executive,Occasional,Loan,Medium,High,Occasional,Urban,Investing,Travel,0.6677554406893561,0.27566293241757667,Daily,Inactive,Loan
41,Male,Gujarat,Medium,Software Engineer,Frequent,Loan,High,High,Occasional,Rural,Investing,Travel,0.5327272628124905,0.23424695232872617,Daily,Active,Loan
33,Male,Mumbai,High,Student,Frequent,Loan,Medium,Medium,Frequent,Suburban,Saving,Travel,0.14760094521940992,0.5186423299175882,Monthly,Inactive,Loan
43,Male,Hyderabad,Low,Manager,Frequent,Loan,Medium,Medium,Frequent,Urban,Luxury Vacation,Finance,0.7090986799965383,0.261268870997007,Monthly,Active,Loan
44,Male,Hyderabad,Medium,Engineer,Frequent,Loan,Medium,Medium,Occasional,Suburban,Luxury Vacation,Sports,0.4926739522694914,0.5467704769577979,Monthly,Inactive,Loan
54,Male,Jaipur,High,Software Engineer,Frequent,Credit Card,Low,Medium,Frequent,Suburban,Investing,Finance,0.6343092713227341,0.288206754387033,Daily,Inactive,Credit Card
21,Female,Jaipur,High,Analyst,Frequent,Credit Card,High,High,Frequent,Rural,Investing,Travel,0.04520166397726999,0.000979133676900057,Monthly,Active,Credit Card
41,Male,Gujarat,Low,Student,Frequent,Loan,Medium,Medium,Rare,Urban,Investing,Sports,0.14203479256325313,0.3632567337826115,Daily,Inactive,Loan
36,Female,Mumbai,Medium,Engineer,Occasional,Loan,High,High,Frequent,Urban,Investing,Tech,0.5893704759319903,0.6068508531891527,Weekly,Inactive,Loan
53,Female,Hyderabad,High,Analyst,Occasional,Loan,Low,Low,Occasional,Urban,Luxury Vacation,Sports,0.45942890308294937,0.7736967765373128,Monthly,Active,Loan
56,Male,Mumbai,Low,Engineer,Rare,Loan,High,Medium,Occasional,Suburban,Saving,Travel,0.22687366895365402,0.028364460979974915,Daily,Active,Loan
27,Female,Delhi,High,Student,Occasional,Credit Card,Low,Low,Occasional,Urban,Investing,Finance,0.2407609205335548,0.2583130006765927,Monthly,Active,Credit Card
42,Male,Mumbai,Low,Executive,Frequent,Loan,Medium,Low,Occasional,Suburban,Investing,Sports,0.6316583125559425,0.9854621200476676,Monthly,Active,Loan
35,Female,Delhi,High,Executive,Frequent,Loan,Medium,Medium,Rare,Suburban,Investing,Tech,0.05896702692907396,0.26181538853055,Daily,Active,Loan
36,Female,Jaipur,High,Software Engineer,Rare,Credit Card,Low,High,Frequent,Suburban,Luxury Vacation,Finance,0.43425834422357323,0.7771976565384348,Daily,Active,Credit Card
53,Female,Jaipur,Low,Analyst,Occasional,Credit Card,Medium,Low,Occasional,Urban,Saving,Finance,0.5231035047266094,0.5093736184075444,Daily,Inactive,Credit Card
27,Male,Gujarat,Medium,Executive,Occasional,Credit Card,High,Medium,Rare,Rural,Luxury Vacation,Finance,0.30814260274233407,0.12217398405535362,Monthly,Active,Credit Card
50,Female,Mumbai,Low,Student,Rare,Loan,High,Low,Occasional,Suburban,Saving,Finance,0.8205498284923363,0.6434001289950534,Weekly,Active,Loan
